V161198,V161178,V161126,V161310x,V161196x,V160101,V161087
4,4,3,NA,7,0.4428,1
5,NA,NA,Black,1,0.7288,15
5,3,3,White,7,0.4776,2
2,6,2,White,7,0.6115,0
5,3,6,White,4,0.6842,10
7,2,4,White,1,0.7181,39
6,5,4,Black,7,0.4828,0
NA,1,6,White,7,0.5719,50
6,1,6,White,2,0.7678,90
NA,NA,5,White,4,1.2773,100
3,NA,6,White,6,0.8795,0
3,6,3,White,7,0.3834,9
7,NA,NA,White,4,2.0089,55
NA,3,4,Black,7,1.2883,2
6,1,4,White,2,0.8126,60
7,2,6,White,1,0.8731,85
5,3,4,White,3,0.7508,40
4,4,4,White,1,2.7914,30
7,1,NA,White,1,1.3507,70
4,3,5,White,4,0.757,15
3,1,6,White,2,1.2186,70
6,4,5,White,4,1.4472,70
3,6,2,White,7,0.4022,0
7,5,5,NA,4,0.9961,0
1,5,2,White,7,0.6448,0
4,7,NA,White,1,1.2018,60
5,2,6,White,3,0.998,71
3,5,4,White,7,0.47,15
7,1,4,White,1,1.8843,50
5,1,5,White,1,0.6035,100
4,5,NA,NA,6,1.1334,0
1,7,5,White,1,1.0371,0
4,3,5,White,2,1.4045,50
4,4,4,White,2,1.6034,70
1,NA,4,Black,7,0.8851,0
7,5,5,Black,6,0.9459,15
1,6,NA,Black,6,1.2542,0
6,2,4,White,2,0.4502,70
2,6,3,White,7,0.7542,1
7,1,7,NA,1,0.6799,60
3,4,3,NA,7,2.3307,5
4,3,5,White,7,0.6957,0
7,2,5,White,1,1.3948,85
6,1,6,White,1,1.5462,60
6,7,5,NA,2,0.538,30
6,1,6,White,4,0.5944,70
5,2,4,White,6,0.6583,62
4,6,2,White,7,0.7542,0
6,3,6,White,2,0.64,62
4,1,6,NA,4,0.6115,60
4,4,2,NA,4,0.3733,0
3,5,2,White,6,0.795,0
4,4,3,White,7,0.7259,2
3,7,3,White,7,0.4213,15
3,4,2,NA,7,2.3414,10
4,4,4,White,4,3.3875,42
7,4,7,White,1,0.5654,100
6,4,4,White,4,0.3962,22
6,4,6,White,4,0.426,70
1,4,4,Black,4,1.3182,0
5,2,6,NA,3,0.9463,65
1,5,4,Black,3,0.5855,0
7,4,7,White,1,0.7814,60
5,4,4,White,7,1.0751,1
3,5,3,NA,7,0.7407,0
2,3,NA,NA,4,0.354,2
NA,NA,NA,White,4,0.8932,15
4,4,5,White,4,0.6647,40
6,2,6,White,4,0.3333,30
3,5,2,White,7,0.8707,0
7,3,7,White,1,0.998,100
7,2,5,White,7,0.7245,14
3,2,4,NA,2,0.8493,50
1,5,4,White,7,1.1605,0
4,3,2,White,7,0.3871,0
4,4,1,White,7,0.8269,0
4,4,4,White,2,1.8158,61
1,7,5,NA,4,1.2652,1
1,7,4,Black,7,0.4655,50
5,3,6,White,1,0.9151,70
4,4,NA,White,1,0.8269,70
6,3,6,White,1,1.8891,70
6,1,5,White,7,0.3819,1
NA,NA,NA,White,2,0.7118,100
4,4,3,White,7,1.4957,0
4,4,5,White,7,0.3603,-99
6,4,7,NA,1,0.5293,100
7,NA,6,White,2,0.9361,73
4,4,6,White,7,0.7711,15
7,4,3,White,4,0.7833,45
4,NA,2,White,7,1.7644,-99
NA,5,NA,White,1,1.4572,30
5,6,6,NA,1,0.6958,29
5,4,4,White,7,0.4348,0
5,5,NA,White,7,0.8673,2
7,4,NA,White,7,1.5138,0
NA,NA,4,White,4,1.0579,40
7,7,4,NA,7,0.6139,15
NA,7,NA,White,1,2.2409,70
NA,4,4,White,4,0.3353,0
NA,NA,3,White,7,0.356,0
NA,6,3,White,7,0.9151,0
5,2,NA,White,4,1.3402,-99
NA,2,5,White,5,0.9072,61
3,6,2,NA,7,1.6855,0
5,2,6,White,1,0.7057,70
NA,NA,NA,White,7,2.2305,15
6,2,5,White,4,0.8592,40
NA,7,4,NA,7,0.776,30
7,3,3,White,4,1.9655,70
5,5,5,White,4,0.738,61
1,7,NA,Black,3,0.5513,2
1,6,2,White,7,0.4581,0
4,5,2,White,7,0.7259,0
5,4,NA,White,4,0.8944,40
2,3,3,NA,7,1.0613,0
1,7,NA,Black,1,1.3041,0
5,1,6,White,1,1.4531,85
NA,NA,NA,Black,7,4.6508,0
4,5,3,White,7,1.8354,0
7,1,6,White,1,3.5244,100
3,NA,2,White,4,0.4293,15
6,6,NA,Black,6,1.8889,0
6,5,NA,NA,4,1.2029,0
1,4,NA,Black,1,0.9909,0
4,2,6,White,2,1.536,71
6,2,6,White,4,0.8559,71
NA,5,2,White,7,1.9894,0
6,4,5,White,7,0.8813,30
7,7,NA,Black,4,0.6388,85
6,2,2,White,4,0.8221,100
NA,NA,3,NA,7,0.9882,10
1,6,1,White,7,1.0115,0
6,4,NA,White,4,0.9151,54
7,3,5,NA,3,0.8724,40
4,4,NA,NA,6,3.2121,41
2,6,2,NA,7,0.6289,0
7,4,2,White,7,0.5164,0
4,4,4,White,1,0.6083,1
7,2,6,White,4,0.4102,85
4,4,4,Black,4,0.8793,3
5,3,NA,White,1,0.8083,85
1,4,6,White,1,0.59,85
4,2,4,NA,7,1.0171,0
6,4,3,NA,7,0.4939,0
NA,NA,2,White,1,2.7206,0
7,4,7,White,1,1.5764,100
6,3,5,White,4,0.9042,40
4,1,6,White,1,1.8484,70
6,2,6,White,4,1.6003,60
6,2,6,White,1,0.4948,30
5,4,4,White,7,0.422,0
2,5,3,NA,7,0.8758,0
6,4,4,White,4,0.8932,60
7,4,4,White,7,0.8864,0
4,7,NA,Black,7,0.5177,0
7,2,6,White,4,0.8864,90
5,4,2,White,7,1.4274,16
4,5,3,White,7,1.0139,0
2,6,1,White,7,0.9096,0
5,4,4,White,7,1.8551,4
NA,NA,NA,NA,4,0.3944,70
7,1,7,White,1,1.9193,60
2,6,2,Black,7,1.1764,0
NA,NA,NA,White,1,0.82,85
7,5,6,White,2,0.674,60
4,3,NA,NA,1,0.4247,30
4,4,2,NA,7,1.1764,0
4,NA,7,White,1,1.5753,85
1,NA,4,Black,7,0.7131,2
7,3,4,White,4,0.6407,0
4,NA,6,White,1,0.6756,70
7,4,NA,White,1,0.75,15
7,4,6,White,2,1.2985,85
4,4,4,White,7,0.4857,0
5,3,NA,White,4,0.4306,0
1,6,NA,NA,4,0.7745,2
4,4,2,White,6,0.9628,15
1,NA,4,White,6,1.2335,50
NA,3,6,White,1,0.7229,70
4,3,4,White,1,0.7275,85
1,4,2,White,7,0.9921,1
NA,NA,NA,White,1,2.0509,100
5,5,6,White,1,0.9579,85
1,7,1,White,7,0.43,0
2,6,1,White,4,0.4019,15
6,4,NA,White,2,1.0139,70
4,2,4,White,4,0.4232,60
7,3,6,White,1,1.463,100
2,6,1,NA,7,1.4697,0
3,5,2,Black,7,0.4885,2
7,5,7,NA,7,1.1099,0
5,2,4,White,7,0.9037,30
6,1,4,White,4,0.8856,40
5,NA,NA,NA,4,2.1498,0
4,2,6,White,1,0.9019,85
6,3,5,White,2,0.3816,15
6,3,4,NA,1,2.4097,75
1,5,1,NA,7,2.2346,0
4,4,4,White,4,0.354,30
7,2,6,White,1,0.6253,70
1,7,4,Black,4,0.7627,1
5,7,5,White,7,0.3777,0
4,5,2,NA,7,0.6637,0
6,3,4,White,2,0.9411,100
NA,4,3,White,2,0.389,1
2,4,5,White,7,0.437,0
7,NA,NA,White,1,0.8453,100
7,7,2,NA,7,1.06,0
NA,1,5,White,4,0.6942,85
7,3,6,White,1,0.4135,86
4,2,3,White,4,0.738,40
2,6,2,White,7,0.8856,0
7,3,NA,White,1,1.2727,85
4,4,6,White,1,0.4689,70
NA,6,2,NA,7,1.7481,1
6,3,6,White,1,0.6436,70
5,2,4,White,7,0.612,0
3,4,4,Black,7,1.6056,0
NA,7,4,White,4,1.0542,60
7,4,4,White,7,0.42,15
NA,1,5,Black,2,2.3693,4
7,1,6,NA,1,0.903,85
7,1,4,White,4,0.6438,71
NA,6,3,White,7,0.7943,0
4,4,3,White,7,0.3617,15
7,1,6,White,2,0.5793,86
2,5,2,NA,7,0.963,5
1,7,2,NA,7,0.5513,0
NA,3,7,White,1,0.6814,70
5,5,2,White,7,0.5644,0
7,2,5,White,1,0.5716,85
7,6,NA,White,2,1.4959,0
3,NA,4,NA,7,0.7364,16
7,NA,NA,White,4,1.3723,80
7,2,4,White,4,0.7703,75
NA,NA,NA,White,7,1.8945,30
7,5,4,NA,6,1.2901,0
4,3,5,White,7,0.9114,30
NA,1,6,White,1,0.4389,60
1,7,3,NA,7,2.087,15
4,NA,NA,White,4,1.5701,50
6,1,5,White,4,0.6925,39
NA,NA,2,White,4,2.3359,50
NA,4,NA,White,7,2.9511,0
5,2,6,White,3,0.8245,80
7,1,6,NA,7,2.2418,5
2,4,NA,Black,7,2.1585,27
7,4,NA,White,7,0.8269,0
6,7,4,White,1,0.3654,60
6,3,5,White,1,0.7424,70
3,6,2,White,7,0.4011,0
1,7,1,Black,4,1.8104,97
6,6,NA,White,2,0.3874,15
4,NA,4,Black,4,0.9077,100
4,4,5,White,4,0.7397,60
4,4,6,White,1,1.0539,100
3,3,4,White,4,0.7643,60
3,5,3,NA,7,1.9802,1
NA,NA,4,White,2,0.5235,100
NA,NA,NA,White,4,1.2026,15
5,3,6,White,1,0.7424,70
NA,5,4,White,6,0.8426,30
1,6,1,White,7,0.8754,0
3,4,NA,NA,2,1.6023,30
5,4,3,White,6,0.4905,0
2,5,2,White,7,0.3204,1
5,5,2,White,7,0.797,0
7,NA,6,NA,4,0.6376,6
7,3,7,NA,1,0.7757,100
3,6,3,White,7,0.9579,0
NA,NA,2,White,7,0.8086,0
6,1,6,White,1,0.7259,85
7,2,5,White,7,0.9515,60
5,2,6,White,1,0.6409,NA
NA,NA,NA,White,2,2.4579,68
1,5,4,Black,7,0.3815,0
NA,NA,NA,White,4,0.9334,85
4,5,3,White,7,0.831,0
NA,6,2,NA,2,0.5775,41
7,4,4,White,2,0.9105,70
3,4,5,White,4,1.0139,0
2,5,2,White,7,0.3916,0
4,4,NA,Black,7,1.1797,60
7,1,6,White,1,0.612,86
2,4,NA,Black,7,0.7547,0
NA,NA,4,NA,7,0.7702,0
6,NA,6,White,2,1.0839,86
NA,2,6,NA,4,0.867,60
5,6,2,NA,7,1.2737,1
3,7,3,White,7,0.9012,0
2,2,5,White,4,1.4671,70
2,NA,3,NA,7,1.7214,0
6,3,6,White,2,0.7265,63
6,2,5,White,2,0.7845,30
4,6,2,White,7,0.8959,0
7,3,6,White,4,0.7807,90
5,5,NA,NA,4,0.7929,85
7,NA,NA,NA,1,1.2313,15
2,6,2,White,7,0.413,0
4,4,6,White,1,1.3533,85
5,4,NA,White,7,0.762,0
1,7,1,White,7,1.6819,0
7,2,6,White,4,0.7542,60
5,3,5,White,1,1.374,100
4,5,NA,Black,7,1.4693,0
7,4,7,White,4,0.7542,40
3,5,3,White,7,0.6254,0
2,5,5,NA,7,2.0886,0
NA,NA,4,White,7,0.8699,30
4,4,NA,Black,7,0.4453,0
5,4,4,White,7,0.3701,15
4,NA,2,NA,7,0.5513,0
5,7,NA,Black,7,2.0869,30
5,2,5,White,4,0.91,60
4,6,2,White,7,1.5067,3
3,4,6,White,1,0.3866,83
6,3,4,White,1,0.6799,60
6,1,7,White,1,0.7202,85
NA,4,NA,White,4,1.4111,70
6,4,5,White,4,0.3916,67
2,5,3,White,7,0.9588,0
NA,3,5,White,3,0.7749,70
4,4,5,White,4,0.6845,15
7,3,5,White,2,0.6407,70
2,6,2,White,7,0.3764,0
4,6,4,White,4,0.8691,30
5,3,6,NA,4,0.8795,60
NA,NA,NA,White,1,1.4118,52
4,5,4,NA,4,1.0613,65
4,3,4,NA,4,0.4132,0
5,3,3,White,4,0.629,15
7,1,6,White,1,0.6083,75
4,NA,3,Black,7,0.479,15
4,2,NA,White,2,1.791,85
3,6,5,Black,1,2.1941,70
3,6,3,NA,7,0.4326,0
4,NA,3,White,7,0.9664,4
1,5,4,White,4,1.3899,0
1,5,NA,Black,7,1.1222,0
4,3,5,White,7,1.4466,0
7,3,6,White,1,0.9278,100
7,1,6,NA,1,1.7885,85
NA,NA,NA,NA,4,0.7979,-99
6,2,5,NA,7,0.6314,0
2,6,2,White,7,0.5864,0
3,4,3,NA,4,0.2825,70
4,NA,NA,NA,4,2.8174,0
4,5,NA,NA,4,0.5359,15
7,1,7,White,1,0.4546,0
7,3,4,White,5,0.7305,15
5,2,4,White,5,0.4445,57
3,5,4,Black,7,1.2062,0
4,1,NA,NA,1,1.0746,17
4,6,2,NA,7,0.861,2
5,4,2,White,7,2.6513,0
NA,NA,NA,White,4,1.3092,1
4,4,2,White,6,1.585,0
1,7,2,White,7,0.8503,0
5,4,3,White,4,0.2464,31
7,2,6,White,1,0.6283,85
4,5,2,White,7,0.4794,0
7,4,5,NA,4,0.9793,30
7,1,6,White,1,4.4869,68
5,6,3,NA,7,1.5741,0
NA,6,4,White,4,1.7799,60
NA,NA,NA,NA,6,1.1453,15
6,3,7,White,1,0.8674,64
NA,NA,NA,White,7,0.4319,15
NA,4,2,White,7,0.5174,0
2,2,3,White,6,0.8181,40
5,1,4,White,1,0.9974,85
2,3,5,White,4,0.5451,60
7,2,5,White,4,0.4102,70
2,6,1,NA,7,0.6143,0
3,5,4,NA,2,0.7633,77
4,NA,4,White,5,2.0415,70
6,3,5,White,1,0.7212,89
5,4,5,White,2,1.4237,50
4,5,4,White,7,0.4306,0
5,3,6,White,1,2.3638,60
6,1,6,White,2,0.7587,15
1,5,5,Black,7,0.8136,0
7,3,3,White,7,1.6026,0
NA,5,4,NA,7,2.2125,0
4,7,NA,White,4,0.7582,40
1,NA,NA,Black,2,2.5106,50
2,5,3,White,7,0.8086,0
NA,NA,NA,Black,4,0.6406,40
1,7,NA,Black,7,0.6838,0
4,7,3,NA,1,1.2007,0
6,2,5,NA,2,0.7103,60
3,7,2,White,6,0.8329,30
1,6,2,White,4,0.9012,15
7,2,6,White,1,0.6327,85
6,2,6,White,2,0.366,70
7,6,NA,NA,7,0.6949,0
4,6,2,White,7,0.6686,0
NA,7,NA,White,4,1.4516,0
7,7,NA,White,7,1.0304,30
2,7,1,Black,4,1.1203,0
NA,3,5,NA,7,0.7056,35
6,2,5,White,4,0.7153,60
3,7,3,NA,7,0.6543,2
4,4,3,White,7,1.3207,30
2,4,2,White,7,0.6438,0
NA,NA,4,NA,4,1.1182,49
6,2,6,White,4,1.9399,60
NA,NA,5,White,4,1.34,50
5,4,4,White,7,1.4132,0
7,7,NA,White,1,0.8334,93
4,4,2,NA,7,1.2152,1
3,3,2,White,4,0.3793,1
NA,5,NA,Black,4,1.2495,0
6,2,6,White,6,0.861,60
3,4,4,White,7,0.6776,0
7,5,NA,Black,4,0.4828,0
2,5,1,White,7,0.4276,0
4,3,NA,White,4,0.3823,30
6,NA,4,White,4,0.4006,15
3,2,3,White,6,1.2306,15
7,4,7,White,1,0.9901,100
4,4,2,White,7,1.69,0
5,3,NA,White,7,1.196,40
2,7,1,White,7,0.6638,0
7,4,6,White,4,0.6767,15
4,4,6,White,4,3.1392,60
NA,NA,NA,White,1,0.4137,100
7,7,7,White,1,0.8859,85
4,4,2,White,7,1.2991,0
1,1,5,White,1,0.7749,75
7,1,6,White,1,1.3116,75
6,3,2,NA,7,1.2402,0
1,3,5,NA,7,0.7205,60
4,7,3,NA,1,0.8185,100
1,2,NA,Black,7,2.9337,15
4,1,4,White,7,0.629,60
1,4,2,White,7,0.7259,0
3,7,2,White,7,1.2459,1
2,1,5,White,1,0.4251,85
1,7,4,NA,1,1.2888,100
7,1,6,White,1,0.6647,85
5,4,4,White,4,1.3207,49
NA,6,1,White,7,0.8126,0
NA,6,4,White,7,1.0136,40
4,NA,4,Black,2,1.2348,0
NA,4,NA,White,3,1.4957,40
NA,NA,NA,White,1,2.9353,60
4,1,NA,NA,7,1.0516,0
4,4,NA,NA,4,0.8915,50
7,7,NA,White,4,3.1631,0
2,5,3,White,7,0.4751,16
4,1,7,White,1,0.7424,72
NA,4,3,White,6,1.858,30
5,4,2,White,7,1.1311,0
5,4,3,NA,7,0.9571,0
4,5,4,White,4,0.6998,85
5,1,4,White,1,0.6115,100
6,2,5,White,6,0.8915,0
6,3,5,White,3,0.7364,73
6,4,4,White,6,1.8207,70
7,NA,NA,White,4,0.7754,70
7,NA,NA,White,4,1.0606,72
NA,NA,6,White,7,0.6324,60
5,3,6,White,7,0.8742,41
7,3,4,White,6,0.961,5
5,6,NA,Black,4,0.5688,50
6,2,5,White,1,0.3894,100
4,5,4,White,1,0.7947,71
7,NA,NA,White,1,0.3837,85
7,1,NA,White,1,0.7678,85
NA,4,5,NA,1,1.3007,0
NA,NA,NA,White,5,1.5288,30
1,7,1,NA,7,1.0568,0
6,5,2,NA,7,0.6622,0
NA,NA,NA,White,4,0.806,60
7,3,5,White,2,0.859,86
NA,NA,NA,NA,4,0.4637,0
NA,3,4,White,7,0.4129,0
7,1,6,White,4,0.8001,70
4,NA,NA,Black,2,0.7382,0
5,3,6,White,1,0.9115,NA
6,2,5,White,7,0.8491,3
NA,5,NA,Black,7,4.1449,8
2,NA,3,Black,7,1.0843,1
NA,NA,NA,NA,4,0.6008,0
5,3,6,White,2,0.7,85
3,3,5,White,1,1.4466,70
7,3,5,White,4,0.6998,70
NA,NA,2,White,7,1.3683,0
6,1,6,White,1,1.2003,60
1,7,NA,NA,1,0.6672,100
4,NA,4,White,4,0.3959,60
2,4,NA,NA,4,0.3899,0
7,7,4,NA,1,1.7264,0
1,7,1,NA,4,1.0984,100
3,6,2,Black,7,1.866,0
7,3,6,White,1,0.7674,30
7,3,NA,White,6,0.4512,0
7,4,6,White,1,0.7587,85
1,4,2,NA,7,1.0871,0
2,NA,NA,Black,2,3.5082,50
NA,2,3,NA,7,0.4828,0
6,2,5,White,7,0.9333,42
NA,NA,NA,Black,7,0.9502,15
3,5,2,White,7,0.4498,0
6,NA,NA,White,4,1.3139,0
4,2,5,White,4,1.6128,60
6,NA,3,White,4,0.8674,50
4,4,6,White,6,0.8707,15
4,3,NA,White,4,1.5906,30
4,5,5,White,6,0.7229,30
7,5,NA,White,4,1.69,51
7,3,5,White,4,1.2186,61
1,7,3,NA,7,1.0532,3
6,NA,6,White,4,0.6438,70
4,3,NA,White,6,1.6438,100
3,1,4,White,2,0.6254,70
4,4,NA,NA,7,1.3358,0
NA,NA,3,NA,7,2.178,30
6,1,5,White,1,0.9713,100
4,4,3,White,7,1.3996,15
2,4,3,NA,7,2.9657,0
1,7,7,NA,7,0.7161,0
7,2,6,White,1,0.8001,85
4,5,4,White,3,0.69,0
NA,7,2,White,7,0.7178,0
7,NA,NA,White,1,2.7188,86
5,6,NA,Black,6,0.3747,20
7,1,4,White,1,0.5427,100
7,2,3,White,7,0.4304,25
5,NA,NA,White,1,0.6442,100
4,1,5,White,3,0.4498,70
7,4,7,White,2,0.8626,60
NA,NA,NA,NA,7,2.2543,0
NA,NA,NA,NA,4,0.343,0
4,3,5,White,7,0.9279,54
5,2,5,White,2,0.9414,60
6,5,4,White,6,0.4512,0
7,2,6,White,1,1.4768,30
4,5,4,White,4,1.2901,15
6,1,6,White,7,0.8631,15
4,3,4,NA,4,2.1594,0
2,5,2,White,7,0.398,0
4,6,2,White,7,1.1623000000000001,0
4,4,1,White,7,0.8538,15
7,NA,NA,White,1,2.5785,NA
4,7,4,White,4,1.0891,0
4,NA,6,White,4,0.3777,40
NA,4,NA,NA,4,0.4447,85
NA,NA,NA,Black,1,0.4194,85
5,3,6,White,1,0.4082,85
2,4,4,White,2,1.0139,0
6,6,2,White,6,0.6495,2
5,4,4,White,7,1.1862,9
5,5,3,White,7,1.0613,0
1,5,1,White,7,1.0139,0
1,4,NA,Black,4,3.1175,2
3,4,4,White,7,0.8269,65
NA,4,NA,Black,1,0.8568,0
4,4,5,White,1,0.998,85
NA,7,NA,White,4,3.4171,0
NA,7,4,White,3,1.0281,0
3,3,5,White,7,0.9579,0
4,3,6,White,2,1.3015,70
7,1,6,White,2,1.2461,85
6,5,4,White,4,0.9347,40
2,5,1,Black,7,0.384,0
3,NA,NA,Black,6,1.0799,20
5,2,5,White,6,0.3648,70
7,1,6,White,1,1.1378,100
5,3,4,White,7,0.9103,0
7,4,NA,White,1,0.8071,70
5,2,4,White,4,1.0288,70
5,1,6,NA,4,0.7378,70
NA,4,NA,White,4,1.5553,-99
1,7,2,NA,7,0.4447,0
4,1,4,White,1,0.807,55
7,4,4,White,7,1.7986,0
5,NA,NA,White,3,0.3695,70
6,2,4,White,1,0.9012,45
4,NA,7,White,1,1.5501,70
3,5,2,White,7,0.6254,0
1,6,3,White,7,0.8393,0
NA,3,4,White,4,2.7045,16
1,3,NA,Black,7,2.113,15
4,NA,7,White,1,0.8664,60
7,1,7,White,4,1.6065,49
3,3,NA,Black,6,3.5861,0
3,6,2,White,7,2.641,0
2,4,5,White,7,0.7598,15
5,4,3,White,6,0.7397,0
5,4,NA,White,1,0.6842,85
NA,NA,NA,White,4,0.8503,0
6,1,6,White,1,0.9579,70
4,5,4,White,7,0.629,0
2,6,2,White,4,0.8269,0
6,4,NA,White,1,1.1581,50
6,3,5,White,2,0.3837,60
7,1,NA,White,1,0.6845,0
3,3,2,White,7,1.6371,0
NA,NA,NA,White,4,0.7366,0
2,5,NA,Black,7,0.4729,15
7,1,6,White,1,1.5229,100
6,NA,2,White,4,2.0011,0
1,NA,6,NA,7,2.1148,15
6,3,6,White,2,0.8491,50
4,4,4,Black,7,0.7886,2
5,3,4,White,7,0.5783,0
1,5,1,Black,7,0.8385,0
6,1,7,White,1,1.2421,98
6,5,NA,White,4,1.5075,16
3,5,2,White,7,0.3447,0
4,NA,6,White,7,0.7803,0
7,4,5,White,7,0.8438,2
3,4,3,White,7,0.6324,0
4,6,2,White,7,0.8285,0
7,2,4,White,1,0.8126,60
4,3,4,White,7,0.8361,40
5,6,4,White,6,1.7066,5
7,4,5,White,1,0.5828,60
7,1,4,White,2,1.4549,86
7,1,5,NA,4,0.7057,60
1,NA,NA,Black,6,0.49370000000000003,0
7,2,6,White,1,0.8742,100
6,3,4,White,4,0.861,63
NA,NA,NA,NA,7,0.4189,50
6,3,4,White,7,0.9579,0
5,4,NA,White,7,0.9796,70
NA,2,6,White,1,0.8126,85
4,4,4,White,2,0.9576,0
7,3,5,NA,4,0.8361,0
NA,2,4,White,4,1.162,100
4,2,6,White,1,0.3795,83
4,7,NA,Black,4,1.2,0
4,4,6,Black,7,0.4942,0
7,2,6,White,1,0.9278,0
7,2,6,White,2,2.7948,70
NA,4,NA,Black,4,0.5528,0
5,4,4,White,4,0.89,67
4,4,2,White,7,0.3447,0
2,NA,NA,Black,3,3.049,-99
NA,NA,4,NA,4,0.6543,0
1,2,6,White,1,0.9429,70
6,3,6,White,1,0.6254,100
4,5,NA,White,4,0.6438,2
4,NA,6,White,2,0.9261,70
5,4,4,White,7,0.4382,10
4,2,3,White,7,3.8046,0
2,4,NA,NA,7,1.4835,-99
7,1,4,White,1,0.9508,85
7,2,5,White,4,0.9278,60
NA,NA,NA,White,2,3.1733,85
5,2,6,White,2,1.0839,70
6,3,5,NA,7,0.7585,0
NA,NA,5,NA,7,0.612,0
7,4,5,White,6,0.3899,60
6,2,7,White,1,1.6882,70
4,4,NA,White,6,2.0267,0
4,4,5,White,7,0.3985,0
4,5,4,White,7,0.9278,15
6,3,6,White,2,1.2219,60
4,5,3,NA,4,0.57,30
7,NA,2,White,7,0.8161,1
1,4,2,White,7,1.4515,15
4,6,NA,White,1,0.9151,50
NA,1,6,White,2,0.6376,40
4,5,4,NA,4,0.384,0
3,4,4,White,4,0.425,0
4,4,2,White,5,1.6139,0
4,4,NA,NA,4,2.1469,0
4,4,5,White,7,0.3637,0
4,3,NA,Black,3,0.6285,70
7,2,6,NA,1,0.6767,100
NA,NA,NA,White,7,1.4915,0
5,3,5,White,4,0.418,70
3,4,4,White,6,0.4468,61
1,3,4,NA,6,1.2636,0
7,4,6,White,1,0.3808,86
4,4,6,White,4,0.961,45
1,4,3,White,7,1.3868,0
NA,2,5,White,1,2.0123,85
6,4,2,White,1,1.2094,15
7,NA,NA,Black,4,1.6292,0
NA,NA,NA,Black,4,2.4948,-99
7,6,NA,NA,5,2.3212,60
3,5,4,White,7,0.8426,8
7,3,7,White,7,0.6857,60
NA,NA,NA,White,6,1.3906,2
1,4,NA,Black,4,0.9502,0
1,7,2,Black,4,0.6301,1
4,7,NA,White,1,0.87,0
3,6,4,White,7,0.6916,0
7,1,6,White,4,0.6436,41
NA,NA,NA,Black,4,0.3017,85
NA,1,5,White,4,0.5536,0
4,5,3,NA,7,0.6202,0
4,NA,3,White,7,0.8419,0
7,1,6,White,1,1.1714,85
6,2,6,White,1,1.3906,60
7,NA,6,White,4,1.3891,70
7,3,6,White,4,0.5944,94
4,6,NA,White,7,1.5558,15
4,5,3,White,7,0.7985,0
6,5,7,White,1,1.0816,100
2,5,NA,NA,4,0.4216,2
1,6,2,White,7,1.8843,0
6,4,4,White,6,1.6855,0
NA,NA,4,White,4,0.3789,60
2,5,3,White,7,0.766,0
7,3,NA,White,1,3.611,40
7,3,6,White,1,0.4939,100
4,4,4,White,2,0.5112,0
NA,NA,NA,NA,7,2.1118,0
1,5,NA,Black,7,0.3747,0
3,4,NA,NA,4,1.1755,0
3,5,2,White,7,1.2094,15
2,5,2,White,7,0.439,0
NA,NA,NA,NA,7,1.5245,50
6,3,6,White,1,0.861,60
3,4,3,White,7,1.8726,0
5,4,3,White,5,0.9037,50
4,NA,NA,White,6,0.5151,70
7,1,6,White,1,0.3596,100
5,2,NA,White,1,0.8438,60
6,4,NA,NA,2,0.8342,17
6,NA,6,White,2,0.3084,85
4,NA,3,NA,3,2.57,0
6,4,5,White,4,1.0158,60
4,NA,NA,NA,4,0.8149,50
6,3,3,White,2,1.5243,70
5,3,6,White,1,0.7365,60
7,2,6,White,1,0.3852,60
4,4,4,Black,1,0.8211,0
3,5,NA,White,7,0.7259,0
3,3,6,White,1,0.6254,71
2,1,2,White,1,1.6214,87
5,NA,NA,NA,4,0.4276,30
4,2,6,NA,1,0.4735,85
5,3,4,White,4,0.8864,0
4,2,4,White,7,1.328,30
1,5,4,NA,7,1.7955,0
4,7,4,NA,7,1.1101,0
4,3,NA,White,7,0.3582,2
3,5,4,White,7,0.6524,0
7,4,4,White,4,0.6254,-99
6,4,6,NA,1,1.2741,15
1,4,NA,White,4,0.7614,50
7,5,2,White,2,1.7673,0
3,6,1,White,7,0.7268,0
6,3,2,NA,4,0.4649,30
7,4,NA,Black,7,1.4197,0
NA,NA,NA,NA,1,0.9789,0
1,4,3,White,7,0.3543,0
3,NA,5,NA,7,1.5712,0
2,7,2,White,7,0.8742,0
2,5,2,White,7,1.3909,40
NA,NA,NA,White,4,0.6823,94
6,5,2,White,7,0.3538,0
4,3,4,White,4,0.2723,85
NA,4,2,White,7,0.8836,40
7,1,3,White,4,0.3785,40
3,2,3,White,7,1.693,5
5,1,5,NA,7,0.8112,17
5,2,6,White,1,0.9774,70
6,2,2,White,1,0.7783,50
1,7,1,NA,7,0.8574,0
5,4,4,White,1,0.4994,70
1,2,6,White,2,0.998,85
4,5,4,NA,6,1.7339,15
4,NA,NA,White,4,0.3537,0
1,7,5,White,1,0.2745,60
NA,NA,NA,NA,NA,0.3409,50
2,4,4,NA,4,1.2351,12
1,5,6,NA,6,0.8958,0
5,NA,4,White,4,1.646,50
NA,5,1,White,6,1.0667,0
3,5,2,White,7,0.596,0
6,2,6,White,7,0.42,3
2,6,2,White,7,0.8136,1
1,7,1,White,7,1.4844,15
4,4,3,White,5,1.4658,30
4,5,5,White,4,0.3367,74
6,6,4,White,1,0.6115,60
1,7,1,White,7,1.0349,0
4,5,4,White,6,2.0377,40
2,6,2,NA,7,0.7698,0
7,3,4,Black,6,0.8151,0
