"","V160001","V160101","V160101f","V160101w","V160102","V160102f","V160102w","V160501","V161002","V161003","V161004","V161005","V161006","V161027","V161030","V161031","V161080x","V161082x","V161083x","V161084x","V161085x","V161086","V161087","V161088","V161089","V161090","V161091","V161092","V161093","V161094","V161095","V161096","V161112","V161114x","V161127","V161140x","V161141x","V161142x","V161158x","V161159","V161160","V161161","V161162","V161163","V161164","V161165","V161166","V161167","V161168","V161169","V161170","V161178","V161181","V161184","V161187","V161189","V161192","V161194x","V161195x","V161196x","V161197","V161198","V161201","V161204x","V161213x","V161214x","V161225x","V161226x","V161227x","V161228x","V161229x","V161231","V161232","V161233x","V161234","V161235x","V161241","V161242","V161243","V161265x","V161267","V161267x","V161268","V161270","V161275x","V161308x","V161309","V161310a","V161310b","V161310c","V161310d","V161310e","V161310f","V161310x","V161324","V161331x","V161430","V162034a","V162035","V162036a","V162045x","V162058x","V162059x","V162060x","V162061x","V162062x","V162094","V162095","V162096","V162101","V162106","V162107","V162108","V162110","V162113","V162176x","V162230x","V162231x","V162238x","V162255x","V162298","V162310","V162311","V162312","V162313","V162314","V162345","V162346","V162347","V162348","V162349","V162350","V162351","V162352","V162353","V162354","V162355","V162356","V162357","V162358","V162359","V162360","V162361","V162362","V162363","V162364","V162365","V162366","V162367"
"11",NA,2.146,2.2992,0,0,0,0,1,2,4,2,2,NA,NA,1,NA,4,4,4,3,4,0,50,NA,NA,NA,NA,0,30,NA,0,60,1,7,2,5,4,4,5,5,5,5,5,4,4,4,4,3,2,5,4,4,6,4,3,5,1,4,5,4,1,6,4,6,2,7,5,1,1,1,1,1,1,1,2,5,1,3,2,NA,40,6,4,7,10,NA,2,1,0,0,0,0,0,1,0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"12",NA,0.5548,0.5964,0,0,0,0,1,2,2,1,1,1,NA,1,1,4,1,1,1,1,85,0,50,NA,85,30,100,50,50,85,30,1,1,NA,3,2,2,3,3,3,1,2,2,5,5,4,5,5,3,4,NA,3,2,1,1,3,7,6,7,1,NA,1,5,6,4,1,1,2,1,2,2,3,1,2,3,1,1,2,NA,86,13,3,10,50,NA,2,1,0,0,0,0,0,1,0,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"13",NA,0.919,0.9854,0,0.8927,0.9156,0,1,1,2,1,2,NA,NA,1,3,4,2,1,3,2,40,30,70,50,50,50,60,60,NA,40,70,1,6,1,3,3,2,5,2,3,2,5,5,4,3,5,5,5,3,5,4,2,1,2,3,3,7,5,7,1,2,2,4,5,4,4,2,5,NA,1,1,4,3,3,2,1,1,2,NA,30,4,6,13,10,NA,1,0,1,0,0,0,0,5,0,1,1,3,2,NA,11,12,11,11,NA,3,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"14",NA,1.166,1.2503,0,1.1928,1.3116,0,1,1,2,1,1,1,NA,1,2,4,4,4,4,4,0,85,15,40,15,85,0,0,NA,15,50,1,7,2,3,2,4,2,5,5,5,5,5,3,1,1,1,1,5,4,3,NA,6,3,5,2,1,4,1,1,4,5,7,1,7,4,1,1,1,2,2,2,1,2,4,1,1,2,NA,67,11,1,12,15,NA,2,1,0,0,0,0,0,1,0,40,0,2,1,NA,11,11,NA,11,NA,2,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"15",NA,0.335,0.3601,0,0.3187,0.3614,0,1,2,1,1,1,1,NA,1,1,4,1,1,1,1,85,0,40,NA,85,50,85,60,NA,85,30,1,1,NA,2,3,2,1,1,2,1,3,1,4,4,5,5,2,2,5,5,3,2,1,4,4,7,6,7,2,2,2,2,3,2,1,1,5,6,1,1,4,3,2,1,1,3,2,NA,62,10,4,14,10,NA,2,1,0,0,0,0,0,1,0,1,0,1,1,NA,31,10,10,10,10,1,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"16",NA,1.05,1.1263,0,0.955,1.0641,0,1,1,4,3,2,NA,NA,NA,NA,NA,2,3,1,4,50,60,NA,NA,NA,NA,70,40,40,60,50,1,6,NA,5,3,1,1,5,3,5,5,2,4,4,3,1,1,1,2,7,4,1,1,99,1,1,1,7,1,7,1,7,1,NA,2,1,5,1,1,2,2,3,3,5,1,NA,2,NA,51,8,6,9,60,NA,2,1,0,0,0,0,0,1,0,13,NA,NA,NA,NA,0,31,NA,NA,NA,NA,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"17",NA,0.8084,0.868,0,0.8146,0.9823,0,1,1,1,1,1,1,NA,1,1,4,1,1,2,1,85,0,30,70,100,30,85,85,NA,70,15,1,1,NA,2,3,2,1,3,2,1,3,3,3,4,4,5,2,2,4,5,4,3,1,3,3,6,6,7,2,3,2,2,3,1,1,1,6,5,1,1,4,4,3,1,2,NA,3,NA,46,7,1,14,10,NA,1,1,0,0,0,0,0,5,2,17,0,1,1,NA,1,10,10,NA,NA,1,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"18",NA,0.2423,0.258,0,0.2579,0.2348,0,1,1,2,2,1,2,NA,1,2,4,4,4,4,4,40,100,85,50,50,40,40,40,NA,30,70,1,7,NA,3,3,5,7,3,3,3,3,1,2,2,3,2,1,2,2,2,4,5,1,5,1,1,1,1,1,6,2,7,7,6,6,6,6,1,1,1,4,1,3,4,2,NA,3,NA,70,12,4,13,50,NA,2,1,0,0,0,0,0,1,0,4,0,2,1,NA,1,11,11,NA,NA,2,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"19",NA,1.7603,1.8912,0,1.6855,1.7448,0,1,2,1,1,1,1,NA,1,1,3,1,1,1,2,85,0,40,50,85,15,85,70,50,70,15,1,2,NA,2,3,2,1,1,2,1,3,1,5,5,4,5,1,1,5,6,4,3,1,2,3,6,5,7,3,2,2,4,3,1,1,1,3,6,1,1,4,3,3,1,2,NA,2,NA,30,4,1,14,10,NA,2,1,0,0,0,0,0,1,2,3,0,1,1,NA,11,10,11,10,NA,1,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"20",NA,1.3938,1.4835,0,1.4366,1.4208,0,1,2,2,1,1,1,NA,1,3,4,3,2,4,4,15,15,70,NA,50,50,60,30,NA,40,60,1,4,2,3,4,2,6,5,5,5,2,3,5,5,5,5,1,5,5,4,6,4,1,5,3,4,5,7,1,4,2,7,4,6,4,1,1,1,1,2,3,1,3,3,1,3,1,NA,67,11,1,10,50,NA,2,1,0,0,0,0,0,1,0,40,NA,NA,NA,NA,31,NA,11,10,10,NA,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"21",NA,0.8591,0.9225,0,0.8633,0.9448,0,1,2,3,1,1,2,2,NA,NA,4,3,4,4,4,0,85,NA,NA,NA,85,0,0,NA,15,70,1,7,NA,4,3,5,6,5,5,5,5,2,3,3,3,3,1,5,5,4,NA,1,3,7,2,4,2,4,1,7,1,6,6,6,6,1,2,5,1,1,2,2,2,NA,1,3,2,NA,66,11,3,9,50,NA,2,1,0,0,0,0,0,1,0,30,0,NA,NA,NA,NA,NA,NA,NA,NA,2,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"22",NA,0.5387,0.5733,0,0.5128,0.5237,0,1,2,3,1,1,2,NA,1,2,2,4,4,4,4,10,90,60,50,60,50,20,60,50,40,80,2,7,NA,3,3,3,6,3,5,3,5,5,1,2,1,1,1,4,2,4,3,6,1,5,3,6,5,1,2,7,2,6,6,7,4,1,3,4,1,1,4,1,2,5,2,NA,3,NA,32,4,6,12,10,NA,2,1,0,0,0,0,0,1,0,10,0,2,1,NA,11,11,11,11,NA,2,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"23",NA,2.7749,2.9805,0,2.7363,2.9072,0,1,2,4,1,1,NA,NA,1,1,4,2,2,2,1,60,0,50,NA,50,50,70,50,NA,50,15,1,2,1,4,3,3,5,2,2,2,4,1,5,5,5,5,2,3,5,NA,NA,2,1,99,3,4,4,7,1,NA,1,4,7,5,4,2,5,3,4,2,4,2,2,3,2,NA,2,NA,56,9,1,10,10,NA,2,1,0,0,0,0,0,1,0,20,NA,1,2,NA,11,10,11,NA,NA,1,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"24",NA,0.5215,0.5594,0,0.5161,0.5643,0,1,2,3,1,1,1,NA,1,NA,3,3,3,3,4,30,60,NA,50,50,60,40,15,NA,40,60,1,4,NA,3,4,3,5,3,3,3,5,3,3,3,3,2,2,3,4,4,NA,5,3,5,3,6,5,6,2,6,2,4,3,5,4,2,2,NA,1,2,4,3,3,4,1,2,1,NA,65,11,3,14,50,NA,2,1,0,0,0,0,0,1,0,26,0,2,2,NA,11,11,11,11,NA,2,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"25",NA,1.0294,1.103,0,1.1951,1.2925,0,1,1,2,1,1,2,NA,1,2,4,4,4,4,4,0,60,NA,NA,0,100,15,15,NA,15,40,1,6,NA,4,3,5,5,4,5,4,5,3,3,3,3,3,1,5,4,1,6,6,3,5,1,6,5,2,1,7,4,4,2,7,4,2,1,1,1,2,2,NA,2,4,1,2,2,NA,61,10,1,8,10,NA,2,1,0,0,0,1,0,6,0,1,1,2,1,NA,11,11,11,11,NA,2,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"26",NA,0.8431,0.9046,0,0.8568,0.9043,0,1,1,2,2,2,NA,NA,NA,NA,3,4,4,4,4,0,70,50,50,60,50,0,0,NA,50,50,2,6,3,5,3,5,5,5,5,5,5,4,1,4,1,4,1,5,4,1,7,NA,2,4,1,7,4,1,1,7,4,7,7,7,2,1,6,2,1,1,1,3,2,5,2,NA,2,NA,34,4,6,7,10,NA,2,0,0,1,0,0,0,4,0,1,NA,NA,NA,NA,10,31,NA,31,NA,NA,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"27",NA,0.2153,0.2315,0,0.2219,0.2197,0,1,1,4,1,2,NA,NA,NA,NA,2,4,1,4,4,15,40,50,40,40,70,40,30,50,50,60,1,7,NA,3,2,2,4,3,3,2,5,3,3,3,4,3,1,2,4,5,2,2,1,5,1,6,5,7,2,5,3,7,1,6,7,1,6,5,1,1,3,1,2,3,1,2,2,NA,68,11,4,13,10,NA,2,1,0,0,0,0,0,1,0,2,NA,NA,NA,NA,10,NA,NA,31,NA,NA,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"28",NA,0.9996,1.073,0,0.9554,1.0311,0,1,2,4,2,2,NA,NA,1,NA,2,3,4,4,4,40,70,99,99,99,99,50,30,99,50,50,1,4,3,4,3,3,4,3,4,3,3,3,1,2,1,3,1,3,4,4,5,3,1,5,1,6,3,4,2,NA,3,4,4,6,4,1,4,2,1,1,2,1,3,3,1,3,2,NA,25,3,6,9,10,NA,2,1,0,0,0,0,0,1,1,13,0,NA,NA,NA,1,NA,NA,NA,NA,NA,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"29",NA,0.976,1.0487,0,0.9509,1.0013,0,1,1,1,1,1,1,NA,1,1,4,1,1,1,1,85,0,40,50,90,30,100,100,30,85,15,1,1,NA,2,2,2,3,1,1,1,3,2,4,5,5,5,1,1,5,6,2,1,1,2,4,7,6,7,3,2,1,1,5,1,1,2,6,6,1,1,4,4,3,2,1,1,3,NA,73,12,1,14,50,NA,2,1,0,0,0,0,0,1,0,30,NA,1,1,NA,1,10,10,NA,NA,1,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"30",NA,1.8963,2.036,0,1.9268,2.0273,0,1,2,2,1,1,2,NA,NA,NA,4,4,4,4,4,40,40,50,NA,NA,60,15,30,NA,30,50,1,4,1,3,3,3,4,4,4,2,5,1,2,2,2,3,1,3,5,3,4,6,3,4,3,2,6,1,1,5,NA,7,1,6,4,1,1,1,4,3,4,1,2,3,1,3,1,NA,67,11,1,9,50,NA,2,1,0,0,0,0,0,1,0,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"31",NA,0.9458,1.0065,0,0.9365,0.9338,0,1,2,3,1,1,1,NA,1,NA,3,1,3,1,1,40,60,NA,NA,50,50,85,60,NA,70,70,1,1,NA,2,5,3,2,4,4,2,4,3,2,4,4,4,1,4,4,5,4,4,1,5,3,7,6,4,1,4,NA,7,4,4,2,1,3,3,1,1,3,3,2,2,2,NA,2,NA,35,5,1,14,10,NA,2,1,0,0,0,0,0,1,2,12,0,NA,NA,NA,11,NA,NA,31,NA,NA,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"32",NA,0.3137,0.3371,0,0,0,0,1,1,1,1,1,2,NA,1,2,4,4,4,4,4,0,85,0,NA,0,100,0,40,NA,0,15,1,7,NA,4,2,5,7,5,5,2,5,2,1,2,2,2,1,5,3,1,6,7,3,7,3,7,6,1,1,7,6,7,1,7,7,7,1,1,4,2,2,1,2,5,1,3,1,NA,64,10,1,13,10,NA,2,1,0,0,0,0,0,1,0,40,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"33",NA,0.9602,1.022,0,0.9898,0.9789,0,1,2,2,2,1,2,NA,1,2,3,4,4,4,4,0,100,0,50,0,85,0,0,NA,0,85,1,7,NA,3,3,5,7,5,5,5,5,1,1,2,1,1,1,5,1,4,6,5,3,5,3,4,2,1,1,4,7,4,2,6,7,4,1,NA,2,2,3,1,2,5,1,3,1,NA,73,12,1,10,50,NA,2,1,0,0,0,0,0,1,0,12,0,2,1,NA,1,11,11,NA,NA,2,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"34",NA,0.2302,0.2475,0,0.2235,0.2429,0,1,1,1,1,1,2,NA,1,2,4,4,4,4,4,0,100,15,15,0,85,0,15,15,0,60,1,7,NA,5,1,5,5,5,5,5,5,5,1,2,1,2,1,5,3,1,7,4,2,7,1,1,2,1,1,7,7,2,1,7,7,2,1,1,4,3,2,1,2,5,1,3,1,NA,69,11,1,13,50,NA,2,1,0,0,0,0,0,1,2,11,NA,2,1,NA,11,11,NA,11,NA,2,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"35",NA,0.5052,0.5427,0,0.4837,0.5381,0,1,2,4,3,1,1,NA,2,NA,2,3,3,3,4,40,40,NA,NA,50,NA,40,40,50,40,50,1,2,2,2,2,2,6,2,5,2,5,2,2,4,2,5,2,3,3,NA,NA,4,3,7,3,3,6,3,1,1,1,6,2,2,3,1,6,1,4,3,1,4,2,3,1,2,1,NA,41,6,5,13,10,NA,2,1,0,0,0,0,0,1,2,5,0,NA,NA,NA,1,NA,NA,NA,NA,NA,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"36",NA,0.595,0.6396,0,0.6132,0.6071,0,1,1,1,1,1,1,NA,1,1,4,2,1,3,2,70,15,40,NA,70,50,85,85,NA,60,40,1,2,NA,2,3,2,2,2,3,1,4,3,3,5,5,5,1,3,5,4,3,2,1,4,3,5,5,7,1,5,5,5,4,3,4,3,3,5,1,1,3,3,3,1,1,1,2,NA,67,11,3,16,10,NA,2,1,0,0,0,0,0,1,0,3,NA,1,2,NA,1,10,10,NA,NA,1,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"37",NA,1.2441,1.3228,0,0,0,0,1,2,2,2,2,NA,NA,1,NA,NA,4,4,NA,4,40,60,NA,50,50,NA,30,30,NA,60,30,2,6,1,3,1,3,3,3,4,2,4,3,3,3,3,3,2,4,3,4,3,4,1,1,1,6,4,1,1,4,1,1,1,7,1,2,5,1,1,1,2,4,2,3,1,3,2,NA,59,9,6,9,40,NA,2,1,0,0,0,0,0,1,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"38",NA,0.5705,0.6131,0,0.5432,0.6386,0,1,1,2,1,1,2,NA,1,2,4,4,4,4,4,0,85,30,0,30,NA,0,0,NA,15,85,1,7,2,4,5,4,7,5,5,5,5,5,2,2,2,2,1,5,5,4,7,7,2,7,1,2,5,4,1,6,5,4,1,7,4,4,1,1,4,3,3,1,2,4,1,3,1,NA,54,8,1,11,10,NA,2,1,0,0,0,0,0,1,0,40,0,2,1,NA,11,11,11,11,NA,2,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"39",NA,0.9134,0.982,0,0.9487,0.9969,0,1,1,4,1,2,NA,NA,1,2,1,1,1,1,1,100,85,NA,NA,60,NA,85,100,NA,60,85,1,4,1,3,3,2,3,1,1,1,1,1,5,5,5,1,1,3,1,4,NA,3,1,4,1,4,2,1,1,NA,NA,4,1,7,4,1,6,6,1,1,2,4,3,3,2,NA,1,NA,48,7,4,4,60,NA,1,0,0,1,0,0,0,5,0,3,0,NA,NA,NA,1,31,NA,NA,NA,NA,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"40",NA,2.0735,2.2273,0,1.986,1.919,0,1,2,3,1,1,1,NA,1,1,3,1,1,1,1,60,0,50,NA,NA,50,100,70,NA,85,30,1,1,NA,2,2,2,2,4,3,3,4,3,5,5,5,3,2,3,5,5,3,2,1,6,3,7,6,7,1,1,4,1,7,2,4,1,6,2,1,1,4,3,1,2,1,2,2,NA,26,3,6,10,10,NA,2,0,1,0,0,0,0,2,0,9,0,1,1,NA,11,10,10,10,NA,1,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"41",NA,1.1632,1.2493,0,1.3109,1.3665,0,1,2,2,1,1,2,2,NA,NA,3,4,4,4,4,30,80,15,50,20,100,30,0,NA,40,80,1,7,NA,5,NA,4,5,5,3,3,5,2,2,2,3,2,1,4,4,4,5,6,3,5,3,6,2,1,1,7,4,NA,NA,7,4,2,2,NA,NA,1,2,1,2,4,1,2,1,NA,NA,NA,1,8,50,NA,2,1,0,0,0,0,0,1,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"42",NA,0.2349,0.2525,0,0.2155,0.2358,0,1,2,4,2,1,2,NA,1,2,2,3,4,2,4,0,60,15,15,NA,50,50,50,NA,15,70,1,7,NA,4,3,3,7,4,3,4,5,4,3,2,4,3,1,3,3,4,NA,5,3,6,1,4,5,4,1,5,NA,4,4,7,4,1,1,2,2,1,2,1,3,4,1,2,2,NA,25,3,6,11,10,NA,2,1,0,0,0,0,0,1,1,2,0,2,1,NA,11,11,NA,11,NA,2,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"43",NA,0.7569,0.8129,0,0.7467,0.7405,0,1,2,1,1,1,1,NA,1,1,1,1,1,1,1,100,0,0,15,100,0,100,100,0,100,0,1,1,NA,1,NA,1,1,1,1,1,1,2,5,5,5,5,1,3,5,1,NA,NA,1,99,2,2,5,6,1,7,1,1,6,7,4,1,6,5,1,1,4,1,1,1,1,1,1,NA,46,7,6,13,50,NA,2,0,1,0,0,0,0,2,0,21,0,1,1,NA,1,10,10,NA,NA,1,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"44",NA,0.7611,0.8172,0,0.6856,0.7531,0,1,1,1,1,1,2,NA,1,2,1,4,4,4,4,0,100,0,0,0,100,0,0,0,0,100,2,7,NA,5,1,5,7,5,5,5,5,5,1,1,1,1,1,5,1,1,7,7,3,7,2,7,5,1,1,6,6,7,1,7,4,1,1,1,1,2,3,1,2,3,1,2,1,NA,59,9,6,11,10,NA,2,1,0,0,0,0,0,1,0,23,NA,2,1,NA,11,11,NA,11,NA,2,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"45",NA,0.9391,1.007,0,0.9194,0.9679,0,1,2,2,1,1,2,NA,1,2,4,4,4,4,4,0,70,60,60,30,60,0,15,NA,0,60,1,7,2,3,4,4,5,5,5,4,5,2,2,2,3,2,1,5,4,2,1,5,2,4,1,1,1,1,1,7,4,7,6,7,4,2,6,5,1,1,2,1,2,5,2,NA,3,NA,39,5,1,12,70,NA,2,1,0,0,0,0,0,1,3,10,0,2,2,NA,11,11,11,10,NA,2,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"46",NA,1.2799,1.3752,0,1.2573,1.379,0,1,2,3,1,1,1,NA,1,1,3,1,2,2,1,85,0,NA,NA,40,50,70,85,NA,60,30,1,1,NA,3,3,2,2,1,1,1,3,2,5,5,5,5,3,1,5,3,4,4,1,3,4,6,6,7,3,4,2,2,1,1,2,1,6,6,1,1,4,1,3,1,1,2,1,NA,52,8,1,13,10,NA,2,1,0,0,0,0,0,1,2,30,NA,1,1,NA,11,10,10,10,NA,1,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"47",NA,0.2348,0.2519,0,0.2583,0.2717,0,1,2,4,3,2,NA,NA,NA,NA,3,2,1,4,2,60,60,NA,NA,70,50,85,85,50,60,60,2,5,NA,3,1,2,4,3,2,2,4,3,3,5,5,1,1,3,5,6,4,1,1,3,3,7,6,6,1,1,3,2,4,2,2,2,3,1,1,1,2,4,3,2,1,3,1,NA,29,3,2,13,10,NA,1,NA,NA,NA,NA,NA,NA,5,2,10,0,NA,NA,NA,0,NA,NA,NA,NA,NA,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"48",NA,0.51,0.5482,0,0.5226,0.5476,0,1,1,2,1,1,1,NA,1,2,4,4,4,4,4,0,70,50,50,30,70,0,0,60,30,85,1,6,3,4,4,4,5,5,5,3,5,4,3,3,2,3,2,4,3,4,5,2,3,4,3,1,5,1,1,7,3,6,2,7,4,1,6,1,1,2,3,1,2,4,1,3,1,NA,46,7,4,11,10,NA,2,1,0,0,0,0,0,1,2,22,0,2,1,NA,31,11,10,10,10,2,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"49",NA,0.9644,1.0356,0,0.9977,1.0605,0,1,1,4,1,1,1,NA,1,1,3,1,1,2,1,60,40,NA,NA,NA,NA,85,100,NA,70,40,1,1,NA,2,2,2,1,2,3,2,NA,2,1,5,3,NA,1,3,4,6,NA,2,1,2,3,1,6,4,4,3,1,2,2,2,1,1,6,NA,1,1,4,4,1,1,2,NA,3,NA,45,7,4,95,10,NA,2,1,0,1,0,0,0,6,1,1,0,NA,NA,NA,1,30,30,NA,NA,NA,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"50",NA,1.0705,1.1479,0,0,0,0,1,1,4,2,1,1,1,NA,NA,4,1,1,1,3,70,40,NA,99,NA,NA,70,70,NA,85,60,2,7,NA,2,2,2,2,3,2,2,4,2,4,5,3,5,NA,3,4,NA,5,NA,3,4,1,1,6,2,1,NA,3,NA,2,4,1,1,1,1,1,3,2,4,2,2,1,2,3,NA,64,10,1,8,10,NA,2,0,1,0,0,0,0,2,0,40,0,NA,NA,NA,NA,NA,NA,NA,NA,1,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
